Tarih;Saat;Toplam;Doğal Gaz;Barajlı;Linyit;Akarsu;İthal Kömür;Rüzgar;Güneş;Fuel Oil;Jeotermal;Asfaltit Kömür;Taş Kömür;Biyokütle;Nafta;LNG;Uluslararası;Atık Isı
30.04.2025;13:00;31902,65;2239,37;4977,88;3901,99;3505,33;3959,85;7754,29;1831,49;87,93;1202,71;218,59;567,19;904,64;0;0;680,34;71,05
30.04.2025;14:00;33797,56;2360,72;5486,77;3901,57;3807,84;4673,71;7893,15;2006,71;88,9;1195,3;220,8;560,09;910,33;0;0;625,24;66,43
30.04.2025;15:00;35829,06;2844,9;6277,62;3981,07;3995,94;5513,37;8113,29;1438,21;88;1198,99;220,8;593,39;924,14;0;0;572,8;66,54
30.04.2025;16:00;37610,66;3163,84;6800,4;4163,7;4102,7;5898,51;8210,75;1647,84;90,62;1214,5;220,8;597,66;937,56;0;0;492,99;68,79
30.04.2025;17:00;39950,34;4556,28;7331,38;4222,41;4466,25;6203,28;8544,31;1039,43;95,25;1243,2;218,59;584,01;951,57;0;0;429,53;64,85
30.04.2025;18:00;40797,08;5875,39;7543,94;4247,73;4493,27;6271,5;8658,38;423,88;96,23;1272,14;220,8;583,98;948,28;0;0;95,49;66,07
30.04.2025;19:00;41857,04;6243,72;8197,87;4244,9;4728,01;6262,61;8911,41;30,01;98,36;1284,45;223;582,19;929,62;0;0;54,24;66,65
30.04.2025;20:00;42891,32;6547,45;9020,68;4201,46;4887,59;6182,96;8941,87;,03;97,93;1292,17;218,59;583,94;927,33;0;0;-79,12;68,44
30.04.2025;21:00;41556,96;6196,9;7927,12;4235,43;4854,38;6118,57;9077,93;,02;96,66;1299,03;225,2;585,45;933,24;0;0;-61,8;68,83
30.04.2025;22:00;39803,54;5043,33;7771,04;4208,05;4640,08;5889,59;9150,32;,01;97,13;1308,18;220,8;582,99;937,44;0;0;-117,21;71,79
30.04.2025;23:00;37420,19;4169,76;7180,93;4215,05;4457,35;5021,68;9307,27;,01;95,21;1311,14;223;599,04;922,71;0;0;-152,41;69,45
01.05.2025;00:00;34249,69;2889,09;7019,72;4067,42;4380,74;3692,56;9326,84;,02;82,5;1300,13;203,13;576,01;918,43;0;0;-281,33;74,43
01.05.2025;01:00;32699,21;2144,91;6271,69;4001,21;4460,05;3887,41;9123,16;,02;82,92;1304,13;163,38;560,01;918,58;0;0;-293,13;74,87
01.05.2025;02:00;31160,94;2035,7;5361,18;3966,16;4434,57;3463,99;9101,03;,01;82,84;1305,17;163,38;543,83;921,97;0;0;-293,02;74,13
01.05.2025;03:00;30346,87;1718,38;5221,97;3862,92;4312,29;3379,58;9018,69;,04;82,27;1311,47;163,38;541,91;913,94;0;0;-252,08;72,11
01.05.2025;04:00;29924,59;1617,6;4889,85;3878,75;4283,63;3333,79;9094,05;1,93;81,86;1323,87;165,59;546,1;910,33;0;0;-279,58;76,82
01.05.2025;05:00;29468,61;1601,35;4692,63;3890,1;4264,99;3250,47;8896,69;17,1;81,33;1322,42;163,38;542,38;927,01;0;0;-256,3;75,06
01.05.2025;06:00;27956,92;1580,59;3791,94;3840,09;4005,89;2789,33;8968,15;180,66;86,85;1312,37;161,17;537,03;916,98;0;0;-284,41;70,28
01.05.2025;07:00;27639,06;1600,78;3429,41;3739,64;3911,11;2370,57;9039,51;742,41;86,49;1305,66;163,38;549,06;927,69;0;0;-297,32;70,67
01.05.2025;08:00;29764,98;1592,82;4249,67;3739,07;3968,48;2671,37;8985,98;1487,51;89,24;1308,92;163,38;545,19;932,26;0;0;-40,66;71,75
01.05.2025;09:00;30415,63;1577,63;3964,1;3814,24;4161,58;2557,44;8947,22;1976,95;88,09;1306,42;161,17;549,02;942,8;0;0;297,02;71,95
01.05.2025;10:00;30768,21;1544,93;4649,83;3679,49;4098,98;2411,99;8709,12;2166,46;80,88;1294,87;163,38;560,25;964,61;0;0;373,04;70,38
01.05.2025;11:00;30528,42;1321,33;4708,5;3678,63;3965,1;2475,87;8428,44;2412,13;77,34;1278,97;163,38;564,9;977,67;0;0;403,06;73,1
01.05.2025;12:00;29164,2;1326,34;3901,57;3613,39;3803,56;2413,75;8306,29;2299,24;95,81;1266,97;163,38;543,39;966,69;0;0;390,47;73,35
01.05.2025;13:00;29454,25;1349,44;4142,32;3625,86;3963,77;2252,63;8289,02;2261,54;95,35;1258,98;161,17;554,48;966,4;0;0;475,48;57,81
01.05.2025;14:00;29584,7;1668,93;4016,53;3624,5;4079,3;2319,08;8348,01;2045,56;82,42;1254,15;163,38;561,06;954,99;0;0;400,45;66,34
01.05.2025;15:00;29351,87;1882,33;4019,85;3654,39;3840,98;2434,03;8219,12;1821,85;81,55;1264,18;161,17;555,71;938,85;0;0;414,13;63,73
01.05.2025;16:00;31210,27;2102,44;5574,62;3765,65;4093,33;2662,4;7978,69;1554,72;85,26;1271,22;163,38;558,92;911,37;0;0;421,53;66,74
01.05.2025;17:00;33374,7;2481,87;6683,59;3902,62;4424,92;3465,68;7581,1;1430,25;90,44;1267,42;161,17;578,53;927,64;0;0;311,05;68,42
01.05.2025;18:00;35224,6;4187,64;7422,83;4086,48;4693,9;3899,25;7007,23;517,47;93,89;1277,22;163,38;585,94;952,69;0;0;268,01;68,67
01.05.2025;19:00;37229,23;5948,87;8681,29;4133,16;4955,26;4296,89;6301,99;21,28;93,85;1293,71;161,17;583,68;954,58;0;0;-265,37;68,87
01.05.2025;20:00;38776,52;6219,63;9984,33;4113,03;5138,27;4377,7;6028,15;,01;93,63;1298,59;163,38;591,84;951,96;0;0;-254,88;70,88
01.05.2025;21:00;37621,25;5819,35;9711,91;3965,3;5079,14;4378,01;5820,63;,01;93,79;1304,33;163,38;583,89;944,52;0;0;-314,02;71,01
01.05.2025;22:00;36198,73;5481,72;9134,6;3989,65;4915,77;4384,48;5429,24;,01;93,78;1298,07;163,38;590,9;949,69;0;0;-303,64;71,08
01.05.2025;23:00;34622,39;5266,9;8041,81;4052,7;4793,83;4348,21;5285,92;,01;93,54;1287,66;163,38;586,76;953,02;0;0;-319,26;67,91
02.05.2025;00:00;32942,28;4629,6;6983,45;4033,2;4799,74;4346,74;5198,46;,01;93,93;1311,96;158,96;591,8;967,27;0;0;-245,35;72,51
02.05.2025;01:00;31489,65;4391,87;6095,26;4056,03;4779,42;4371,07;4787,33;,01;93,72;1316,25;161,17;587,67;965,98;0;0;-186,67;70,54
02.05.2025;02:00;30416,7;4516,43;5493,58;3915,1;4752,53;4360,55;4353,38;,01;93,57;1315,99;163,38;596,5;954,68;0;0;-168,39;69,39
02.05.2025;03:00;29522,1;3978,03;5065,12;3897,16;4585,45;4362,52;4633,86;,04;93,23;1315,37;163,38;587,88;957,61;0;0;-186,5;68,95
02.05.2025;04:00;29301,94;3760,31;5054,8;3904,11;4556,75;4302,36;4734,4;1,16;92,98;1319,96;163,38;578,16;952,08;0;0;-187,74;69,23
02.05.2025;05:00;29119,2;3980,9;4824,1;3906,82;4643,99;4355,06;4460,05;9,31;92,14;1327,17;158,96;581,45;940,88;0;0;-232,6;70,97
02.05.2025;06:00;28283,49;3459,48;4150,13;3902,91;4493,71;4210,58;4918,36;232,23;87,44;1328,89;161,17;575,5;931,9;0;0;-238,3;69,49
02.05.2025;07:00;29336,21;3815,43;4800,79;3907,7;4426,6;3568,73;4953,62;902,84;82,69;1318,82;161,17;575,68;948,39;0;0;-198,63;72,38
02.05.2025;08:00;33541,58;4314,63;7006,66;3911,13;4883,96;4066,76;4871,72;1521,92;82,44;1268,07;163,38;581,66;958,73;0;0;-159,92;70,44
02.05.2025;09:00;34153,29;4012,63;6642,05;3936,66;4843,45;4385,31;4780,8;2043;82,77;1253,37;161,17;571,89;960,65;0;0;410,15;69,39
02.05.2025;10:00;32548,4;4079,62;5817,74;3917,39;4890,85;3064,74;4953,64;2128,04;87,56;1241,86;163,38;582,79;974,42;0;0;581,38;64,99
02.05.2025;11:00;32457,17;3964;5653,69;3915,29;4885,88;3076,85;5221,4;2137,72;83,3;1229,41;161,17;601,79;958,08;0;0;503,05;65,54
02.05.2025;12:00;30158,62;2816,4;4203,43;3868,48;4554,83;3021,09;5760,65;2318,74;86,25;1226,4;158,96;588,31;955,61;0;0;534,47;65
02.05.2025;13:00;29912,78;2686,97;4054,54;3723,72;4319,77;2725,89;6597,62;2202,12;88,15;1229,65;163,38;584,43;954,42;0;0;517,9;64,22
02.05.2025;14:00;31756,81;3047,61;4904,8;3678,35;4611,85;2947,96;7308,79;1682,55;81,54;1221,69;163,38;586,89;954,8;0;0;499,05;67,55
02.05.2025;15:00;33940,09;3073,95;5596,08;3687,49;4631,55;4274,06;7890,05;1115,76;91;1214,1;161,17;601,45;959,67;0;0;577,26;66,5
02.05.2025;16:00;36295,37;3862,59;6834,14;3763,6;4881,74;4396,21;8206,12;866,27;93,13;1207,97;161,17;597,41;947,03;0;0;411,26;66,73
02.05.2025;17:00;38099,63;5345,7;6999,72;3731,76;5005,38;4386,76;8496,56;632,81;93,82;1216,21;163,38;592,51;951,94;0;0;416,62;66,46
02.05.2025;18:00;39041,55;6002,66;7759,03;3789,25;5169,06;4386,23;8292,81;335,15;93,48;1233,61;163,38;603,62;957,34;0;0;189,7;66,23
02.05.2025;19:00;40439,88;7057,81;8648,84;3795,73;5320,49;4380,42;8290,58;33,51;92,83;1255,98;161,17;597,7;948,95;0;0;-212,68;68,55
02.05.2025;20:00;41559,22;7584,23;9198,09;3770,82;5466,4;4367,78;8307,32;,08;92,91;1245,54;158,96;605,37;958,36;0;0;-263,11;66,47
02.05.2025;21:00;40614,86;7151,86;8691,63;3790,8;5402,21;4437,34;8293,08;,02;93,98;1272,57;163,38;599,91;967,23;0;0;-317,26;68,11
02.05.2025;22:00;39076,9;6174,83;8579,28;3787,57;5258,96;4432,34;7957,61;,02;95,73;1279,41;163,38;597,7;957,78;0;0;-274,35;66,64
02.05.2025;23:00;37189,5;5493;8086,7;3790,42;5263,64;4436,97;7257,75;,01;94,42;1287,44;158,96;596,08;941,72;0;0;-283,68;66,07
03.05.2025;00:00;34968,75;5022,57;7036,79;3751,37;5194,68;4408,83;6565,92;,02;94,45;1294,19;163,38;613,06;970,71;0;0;-215,98;68,76
03.05.2025;01:00;33245,46;4360,05;6202,71;3733,98;5165,81;4416,71;6143,36;,02;94,56;1295,95;161,17;598,4;969,89;0;0;37,99;64,86
03.05.2025;02:00;31843,32;3979,17;5907,09;3817,66;5025,05;4405,78;5420,02;,02;94,58;1307,81;163,38;608,22;978,18;0;0;72,24;64,12
03.05.2025;03:00;31030,98;3591,56;5646,14;3867,49;5035,85;4385,25;5205,68;,06;93,88;1313,49;163,38;609,18;980,28;0;0;76,69;62,05
03.05.2025;04:00;30740,08;3265,16;5438,33;3905,74;5060,21;4369,47;5377,95;1,7;93,44;1321,03;165,59;617,72;973,15;0;0;82,82;67,77
03.05.2025;05:00;30123,9;3173,6;5140,21;3919,29;5028,63;4282,58;5263,61;18,35;92,99;1324,86;165,59;621,98;965,46;0;0;59,04;67,71
03.05.2025;06:00;28741,83;2885,48;4490,49;3913,38;4851,4;4100,24;5019,06;277,1;92,89;1317,69;163,38;590,02;970,84;0;0;5,95;63,91
03.05.2025;07:00;27663,2;2723,85;4602,72;3856,31;4407,87;3407,83;4682,05;814,84;83;1308,05;167,8;605,63;968,24;0;0;-32,94;67,95
03.05.2025;08:00;28813,9;2876,2;5019,2;3816,6;4949,49;3276,89;4268,15;1403,92;96,01;1289,15;163,38;604,95;960,04;0;0;21,39;68,53
03.05.2025;09:00;28492,73;2591,15;4685,79;3641,62;4755,54;3148,28;3863,3;2030,08;89,32;1269,09;163,38;592,73;968,14;0;0;627,53;66,78
03.05.2025;10:00;27870,03;2645,12;5140,16;3566,7;4432,45;2406,14;3521,26;2343,74;76,6;1249,12;161,17;607,51;974,91;0;0;677,95;67,2
03.05.2025;11:00;27631,5;2578,08;4933,91;3390,33;4701,43;2413,56;3332,44;2404,34;81,6;1233,19;158,96;603,11;982,34;0;0;751,36;66,85
03.05.2025;12:00;25841,81;2514,06;3877,16;3378,63;4476,96;2183,78;3318,54;2266,34;81,87;1209,74;163,38;598,64;961,96;0;0;744,34;66,41
03.05.2025;13:00;26244,63;2594,07;3746,27;3363,9;4477,36;2470,7;3391,22;2376,45;81,47;1197,55;161,17;591,56;961,14;0;0;764,59;67,18
03.05.2025;14:00;26583,46;2972,17;4288,69;3390,47;4195,51;2331,46;3330,03;2273,08;81,62;1186,42;161,17;602,74;970,87;0;0;732,68;66,55
03.05.2025;15:00;27466,24;3424,02;5189,2;3344,49;4212,15;2717,48;3181,59;1658,37;81,63;1177,98;163,38;603,7;967,27;0;0;676,59;68,39
03.05.2025;16:00;29471,01;3457,97;6343,92;3497,67;4588,88;3105,94;3124,37;1499,07;85,68;1164,28;163,38;596,59;974,33;0;0;801,65;67,28
03.05.2025;17:00;32551,99;4273,01;7175,01;3761,5;4964,09;4464,6;3226,88;935,24;88,9;1164,62;161,17;612,97;983,8;0;0;673,71;66,49
03.05.2025;18:00;35565,34;6885,91;7702,93;3803,49;5107,58;4669,9;3127,41;373,17;91,23;1170,08;163,38;607,19;995,68;0;0;810,23;57,16
03.05.2025;19:00;38381,05;7911,72;10202,35;3799,07;5286,64;4863,02;3007,25;40,53;92,53;1190,25;163,38;604,46;985,29;0;0;167,94;66,62
03.05.2025;20:00;40084,67;7975,22;11860,43;3782,6;5333,11;4948,33;3003,27;,03;92,75;1216,5;163,38;602,01;991,76;0;0;45,5;69,78
03.05.2025;21:00;39241,37;7727,34;11692,75;3780,87;5284,03;4999,31;2601,15;,02;93,73;1240,18;167,8;592,96;979,24;0;0;11,69;70,3
03.05.2025;22:00;37822,14;7546,07;10714,87;3822,74;5187,92;5015,08;2364,84;,02;94,44;1255,3;163,38;596,61;980,21;0;0;10,53;70,13
03.05.2025;23:00;35775,11;7598,59;9115,11;3830,95;5107,25;5004,99;1982,44;,01;93,59;1233,9;165,59;596,17;993,78;0;0;-10,94;63,68
04.05.2025;00:00;33596,87;6983,95;7843,03;3800,92;5060,85;4980,1;1638,1;,02;94;1290,51;165,59;605,99;981,69;0;0;81,41;70,71
04.05.2025;01:00;31726,07;6504,49;6667,43;3752,34;5001,36;4974,22;1527,43;,02;94,21;1300,91;165,59;602,69;977,94;0;0;90,16;67,28
04.05.2025;02:00;30210,99;5547,61;5849,94;3757,27;4922,79;4980,97;1466,99;,02;93,86;1307,18;161,17;604,26;976,97;0;0;476,78;65,18
04.05.2025;03:00;29193,22;4796,83;5683,75;3607,39;4726,45;4914,73;1446,89;,07;93,97;1302,8;167,8;601,45;975,3;0;0;806,87;68,92
04.05.2025;04:00;28783,75;4391,27;5617,03;3627,18;4796,15;4767,43;1521,27;1,54;94,11;1312,73;165,59;599,98;976,25;0;0;843,82;69,4
04.05.2025;05:00;28122,47;4428,18;4983,48;3612,13;4740,14;4794,71;1525,45;21,88;91,97;1320,79;165,59;595,79;960,59;0;0;820,03;61,74
04.05.2025;06:00;25500,43;3490,5;4072,39;3574,13;4680,14;3865,32;1477,74;391,66;87,53;1334,38;163,38;599,36;933,56;0;0;762,61;67,73
04.05.2025;07:00;23219,11;2494;3699,02;3165,13;4489,04;3069,84;1335,64;1459,09;89,31;1323,75;163,38;562,16;945,64;0;0;353,14;69,97
04.05.2025;08:00;20387,63;1835,14;3531,35;2965,02;2802,73;2439,69;1024,44;2491,09;94,46;1301,4;163,38;563,29;941,7;0;0;164,99;68,95
04.05.2025;09:00;18599,07;1580,58;2813,81;3049,19;2355,12;2328,19;844,43;2142,34;85,54;1257,82;163,38;566,52;955,64;0;0;390,5;66,01
04.05.2025;10:00;18366;1588,07;2503,73;3126,88;2292,63;2337,12;805,77;2287,65;84,88;1230,2;165,59;582,6;976,1;0;0;323,68;61,1
04.05.2025;11:00;18469,42;1584,6;2731,92;3126,45;2153,89;2341,63;812,64;2215,62;84,2;1211,75;158,96;576,23;979,24;0;0;425,98;66,31
04.05.2025;12:00;18475,85;1575,18;2869,15;3150,82;1952,86;2341,27;894,69;2210,89;91,56;1162,69;163,38;567,64;977;0;0;461,45;57,27
04.05.2025;13:00;19193,03;1574,25;3236,68;3200,09;1974,7;2352,26;1157,71;2214,75;97,23;1161,49;163,38;569,71;965,94;0;0;458,75;66,09
04.05.2025;14:00;20067,93;1694,29;3743,9;3036,73;2397,54;2356,32;1268,76;2126,69;96,63;1144,79;161,17;571,06;956,01;0;0;451,37;62,67
04.05.2025;15:00;21467,3;1869,42;4794,07;3009,62;2537,22;2415,48;1471,63;1999,73;79,66;1127,91;163,38;570,12;945,25;0;0;421,96;61,85
04.05.2025;16:00;24310,46;1955,25;6050,81;3008,69;3130,39;2721,3;1613,78;2136,16;96,57;1126,15;161,17;567,26;951,39;0;0;737,2;54,34
04.05.2025;17:00;28249,47;3071,71;6983,06;3155,2;4579,53;3536,5;1538,33;1636,41;90,05;1125,03;161,17;600,46;953,22;0;0;762,12;56,68
04.05.2025;18:00;32114,7;5154,64;7785,31;3411,14;5043,7;4895,45;1472,9;604,54;92,52;1140,26;163,38;606,94;940,23;0;0;746,14;57,55
04.05.2025;19:00;35475,19;6782,88;10126,63;3485,78;5114,76;5118,14;1616,34;41,24;93,39;1175,46;163,4;603,22;973,67;0;0;115,49;64,79
04.05.2025;20:00;37726,95;6980,96;12248,53;3498,31;5190,87;4843,7;1833,9;,1;92,87;1209,53;163,38;588,2;973,34;0;0;40,89;62,37
04.05.2025;21:00;37026,37;6422,28;12238,48;3470,09;5196,56;4860,3;1754,95;,02;93,05;1231,54;163,38;603,72;973,7;0;0;-42,37;60,67
04.05.2025;22:00;35901,4;6103,41;11282,63;3478,86;5131,84;5111,41;1657,26;,02;93,8;1248,31;167,8;601,78;980,96;0;0;-17,78;61,1
04.05.2025;23:00;34131,99;6254,06;9437,24;3422,54;5077,18;5130,77;1620,14;,01;93,27;1274,2;172,22;599,59;978,07;0;0;13,92;58,78
05.05.2025;00:00;32341,47;6181,97;7673,91;3414,9;4967,46;5140,33;1716,4;,02;93,37;1283,01;196,51;591,52;975,41;0;0;40,1;66,56
05.05.2025;01:00;30593,26;5778,44;6038,46;3443,25;4913,83;5138,39;1829,96;,02;92,31;1303,21;220,8;593,36;971,56;0;0;199,36;70,31
05.05.2025;02:00;29285,94;5047,98;5483,19;3464,13;4729,48;5146,27;1945,68;,02;93,24;1314,39;225,2;595,96;970,2;0;0;202,19;68,01
05.05.2025;03:00;28625,01;4097,5;5705,11;3511,39;4768,42;5139,27;2082,63;,08;92,89;1319,17;223;589,19;965,96;0;0;58,51;71,89
05.05.2025;04:00;28489,77;4015,06;5565,5;3643,86;4714,24;5145,74;2050,45;1,38;93,5;1319,74;220,8;592,37;970,2;0;0;84,87;72,06
05.05.2025;05:00;28202,04;4032,55;5286,48;3744,09;4628,38;5148,07;2057,31;19,03;90,49;1330,11;223;591,17;964,42;0;0;15,97;70,97
05.05.2025;06:00;27285,4;3755,74;4362,62;3809,38;4467,18;5042,95;2180,15;410,87;83,74;1329,08;220,8;586,13;961,05;0;0;5,57;70,14
05.05.2025;07:00;27656,75;3756,95;4151,22;3797,41;4305,8;4524,36;2218,92;1653,02;75,59;1314,31;211,96;575,66;984,16;0;0;17,88;69,51
05.05.2025;08:00;30149,81;4361;4853,9;3829,03;4557,81;4788,79;2046,8;2298,27;88,93;1285,93;211,96;588,05;983,45;0;0;185,52;70,37
05.05.2025;09:00;29654,37;4465,01;4257,3;3736,93;4333,71;5014,43;1900,65;2576,23;91,19;1244,21;211,96;585,39;966,62;0;0;201,17;69,57
05.05.2025;10:00;28535,01;4315,22;3621,36;3619,3;4112,74;4631,84;2068,72;2856,8;84,37;1202,09;196,5;583,34;963,79;0;0;209,37;69,57
05.05.2025;11:00;28747,5;4316,52;4121,56;3639,42;3992,45;4330,56;2239,46;2902,67;84,21;1173,06;185,47;585,22;952,26;0;0;151,73;72,91
05.05.2025;12:00;27155,16;4096,3;3038,84;3565,76;3923,78;4102,32;2470,19;2881,8;85,62;1147,68;187,68;580,73;965,32;0;0;45,35;63,79
05.05.2025;13:00;28006,96;4077,83;3750,63;3568,43;4020,86;3985,95;2790,19;2824,57;85,18;1115,9;187,68;574,68;969,7;0;0;-12,89;68,25
05.05.2025;14:00;29390,85;4303,02;4042,89;3701,88;4008,83;4522,68;3046,73;2625,24;91,14;1097,78;187,68;577,84;962,35;0;0;158,92;63,87
05.05.2025;15:00;30912,92;5195,81;4793,29;3691,23;4066,91;4677,22;3298,87;2223,05;89,66;1072,81;187,68;573,89;945,24;0;0;35,96;61,3
05.05.2025;16:00;33521,57;6208,74;6086,87;3688,29;4334,5;4763,51;3438,83;1935,01;91,07;1066,25;198,71;585,23;933,09;0;0;126,53;64,94
05.05.2025;17:00;36501,79;7867,27;7013,56;3702,61;4707,07;5108,16;3688,95;1559,57;92,42;1069,33;220,8;582,96;935,06;0;0;-109,95;63,98
05.05.2025;18:00;38422,95;9417,29;7988,1;3806,93;4890,5;5140,86;3490,35;609,27;93,61;1086,21;225,2;586,65;977,28;0;0;51,93;58,77
05.05.2025;19:00;40459,22;9829,57;10026,99;3839,39;5116,7;5144,55;3357,7;38,1;93,3;1105,99;220,8;578,42;954,3;0;0;92,02;61,39
05.05.2025;20:00;41933,82;9846,56;11368,44;3869,98;5217,63;5142,75;3345,77;,03;93,03;1130,74;223;568,98;959,49;0;0;106,48;60,94
05.05.2025;21:00;40991,12;9638,47;10779,44;3902,5;5156,81;5136,44;3181,75;,01;93,23;1150,16;220,8;576,04;967,23;0;0;120,82;67,42
05.05.2025;22:00;39048,55;8820,4;9699,64;3865,08;5033,11;5145,84;3225,77;,01;92,97;1172,7;225,2;595,08;962,5;0;0;138,72;71,53
05.05.2025;23:00;37438,88;8374,83;8403,72;3986,04;4986,33;5165,94;3280,73;,01;93,98;1182,38;220,8;605,76;953,99;0;0;116,82;67,55
06.05.2025;00:00;35190,53;7879,91;6670,86;4080;4834,14;5159,96;3265,99;,02;93,58;1193,59;220,8;607,71;965,42;0;0;150,31;68,24
06.05.2025;01:00;33221,68;6768,61;5548,27;4094,78;4693,3;5147,02;3511,53;,02;93,61;1204,42;218,59;597,55;964,99;0;0;308,79;70,2
06.05.2025;02:00;32116,49;5793,42;5512,52;4077,99;4549,58;5136,77;3537,13;,02;93,03;1216,14;225,21;605,45;974,24;0;0;324,57;70,42
06.05.2025;03:00;31333,63;5045,49;5746,07;4044,13;4582,36;5152,28;3418,41;,06;92,65;1225,62;220,8;599,52;985,26;0;0;150,66;70,32
06.05.2025;04:00;31007,25;4878,93;5714,32;4076,59;4602,69;5148,78;3211,45;,95;92,9;1238,55;220,8;585,28;987,48;0;0;183,28;65,25
06.05.2025;05:00;30478,97;4860,97;5180,95;4114,94;4568,55;5156,37;3212,22;22,46;91,56;1246,53;225,2;600,67;974,49;0;0;154,7;69,36
06.05.2025;06:00;29285,06;4360,11;4373,16;4139,18;4360,69;5160,7;3142,59;405,23;85,6;1251,9;223;624,37;963,9;0;0;123,19;71,44
06.05.2025;07:00;29356,33;3813,75;4147,89;4144,46;4376,63;5155,8;3038,35;1395,34;79,13;1212,17;225,2;580,69;971,5;0;0;144,95;70,47
06.05.2025;08:00;31845,73;3980,65;5643,99;4182,13;4489,03;5169,61;2682,63;2234,55;86,72;1165,16;225,2;585,95;967,24;0;0;360,16;72,71
06.05.2025;09:00;30872,47;4102,13;4790,62;4092,56;4300,82;5118,86;2481,83;2671,67;84,92;1115,46;218,58;584,86;960,03;0;0;278,32;71,81
06.05.2025;10:00;29231,12;3877,64;4757,54;3986,24;4046,64;3827,13;2475,94;2929,39;88,27;1084,51;187,68;573,48;969,33;0;0;356,24;71,09
06.05.2025;11:00;29436,88;3903,62;4640,78;3909,05;4210,53;3723,98;2770,82;2976,2;97,37;1055,57;207,54;586,21;974,77;0;0;311,98;68,46
06.05.2025;12:00;28039,15;3794,91;4179,69;3854,35;3748,32;3326,95;3256,69;2862,24;96,8;1026,07;216,38;582,23;991,83;0;0;34,34;68,35
06.05.2025;13:00;29020,02;3891,77;4384,57;3910,57;3945,22;3578,64;3785,05;2588,77;93,5;997,05;196,51;584,06;972,1;0;0;21,1;71,11
06.05.2025;14:00;30600,1;3935,56;5059,67;3994,63;4095,88;3871,21;3988,09;2570,89;95,77;982,37;218,59;578,34;974,13;0;0;167,8;67,17
06.05.2025;15:00;31850,06;4418,55;5705,46;4150,79;3985,37;4356,88;3978,2;2290,76;94,31;975,43;223;577,28;977,52;0;0;59,4;57,11
06.05.2025;16:00;34065,33;5441,22;5793,09;4413,95;4315,01;4704,62;4355,31;2118,5;95,56;975,73;223,02;595,48;976,98;0;0;-4,46;61,32
06.05.2025;17:00;37038,11;7307,21;6745,73;4479,86;4663,16;4675,63;4397,24;1633,79;91,2;988,81;220,79;572,35;983,72;0;0;211,08;67,54
06.05.2025;18:00;39082,56;8419,31;8639,52;4416,21;4899,88;4797,43;4270,5;437,86;93,66;1001,15;220,8;577,53;980,2;0;0;260,15;68,36
06.05.2025;19:00;40680,14;8846,26;10806,67;4395,67;5081,9;4211,01;4117,82;27,35;93,94;1033,32;223;576,04;945,5;0;0;253,25;68,41
06.05.2025;20:00;42905,3;8972,32;12460,78;4418,18;5036,21;4798,18;3994,24;,04;93,44;1056,73;223;576,45;976,51;0;0;231,11;68,11
